region,year,mig_total,mig_youth,pop_total,pop_youth,총_순이동률,청년_순이동률,bdg_관광,bdg_농업,bdg_일자리,bdg_복지,bdg_정주여건,bdg_기타,ep_관광,ep_농업,ep_일자리,ep_복지,ep_정주여건,ep_기타,treated,재정자립도,고령인구,고령화율,사업체수,log사업체수,행정유형,행정유형2,ep_A_청년정착,ep_B_생산유통,ep_C_어메니티,유형
경남사천시,2021,-296.0,-600.0,109953.0,21435.0,-0.2692059334442898,-2.7991602519244227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15.89,25437.0,23.13443016561622,4407.0,8.390949464841986,시,시,0.0,0.0,0.0,대형도시형
경남사천시,2022,329.0,-248.0,109369.0,20522.0,0.3008165019338203,-1.2084592145015105,1.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15.09,26332.0,24.0762921851713,4561.0,8.4252971767117,시,시,0.0,0.0,0.0,대형도시형
경남사천시,2023,498.0,19.0,109030.0,20045.0,0.4567550215537008,0.0947867298578199,9.3,18.0,0.0,5.2,2.5,0.0,7.7759,9.8474,0.0,5.1675,2.4703,0.0,1,14.65,27114.0,24.868384848206915,4422.0,8.394347361417392,시,시,0.0,0.0,9.8473776,대형도시형
경남사천시,2024,225.0,-169.0,108504.0,19567.0,0.2073656270736562,-0.86369908519446,11.4435,16.1526,0.0,7.0,1.0,0.0,1.6188,8.545,0.0,2.752,0.9099,0.0,1,14.85,28071.0,25.87093563370936,4449.0,8.400434630806041,시,시,0.0,0.0,8.5450381,대형도시형
경남산청군,2019,-200.0,-423.0,35417.0,4995.0,-0.5647005675240704,-8.468468468468467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.37,12444.0,35.135669311347655,1320.0,7.1853870155804165,군,군,0.0,0.0,0.0,소형농촌형
경남산청군,2020,-113.0,-381.0,34857.0,4596.0,-0.3241816564821987,-8.28981723237598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.94,12833.0,36.81613449235447,1254.0,7.134093721192866,군,군,0.0,0.0,0.0,소형농촌형
경남산청군,2021,68.0,-365.0,34360.0,4196.0,0.1979045401629802,-8.698760724499524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.35,13175.0,38.34400465657741,1237.0,7.120444372392488,군,군,0.0,0.0,0.0,소형농촌형
경남산청군,2022,322.0,-222.0,34028.0,3923.0,0.9462795345009992,-5.658934488911547,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.82,13518.0,39.72610791113201,1383.0,7.232010331664759,군,군,0.0,0.0,0.0,소형농촌형
경남산청군,2023,230.0,-148.0,33752.0,3729.0,0.6814410997866793,-3.9688924644676855,0.0,0.0,0.0,24.8,1.0,0.0,0.0,0.0,0.0,7.9435,1.0,0.0,1,8.16,13847.0,41.02571699454848,1379.0,7.229113877793302,군,군,0.0,0.0,0.0,소형농촌형
경남산청군,2024,65.0,-235.0,33259.0,3487.0,0.1954358218827986,-6.739317464869515,0.0,0.0,0.0,50.6224,0.0,0.0,0.0,0.0,0.0,9.441,0.0,0.0,1,9.31,14142.0,42.520821431792896,1311.0,7.1785454837637,군,군,0.0,0.0,0.0,소형농촌형
경남의령군,2019,-156.0,-207.0,27168.0,4058.0,-0.5742049469964664,-5.101034992607196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.49,9689.0,35.66328032979976,835.0,6.727431724850855,군,군,0.0,0.0,0.0,소형농촌형
경남의령군,2020,-38.0,-255.0,26800.0,3808.0,-0.1417910447761194,-6.696428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.73,9921.0,37.01865671641791,800.0,6.684611727667927,군,군,0.0,0.0,0.0,소형농촌형
경남의령군,2021,-13.0,-315.0,26322.0,3446.0,-0.0493883443507332,-9.14103308183401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.55,10114.0,38.42413190487045,887.0,6.787844982309579,군,군,0.0,0.0,0.0,소형농촌형
경남의령군,2022,212.0,-211.0,26061.0,3186.0,0.8134760753616515,-6.622724419334588,35.063,8.0504,0.0,1.0,26.0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.96,10312.0,39.56870419400637,880.0,6.779921907472252,군,군,0.0,0.0,0.0,소형농촌형
경남의령군,2023,-146.0,-171.0,25475.0,2961.0,-0.5731108930323847,-5.775075987841945,85.243,8.0504,0.0,8.0504,80.0601,0.0,11.8665,3.4131,0.0,0.3865,7.2976,0.0,1,7.72,10479.0,41.13444553483808,901.0,6.803505257608338,군,군,3.4130741,0.0,0.0,소형농촌형
경남의령군,2024,72.0,-85.0,25150.0,2857.0,0.2862823061630218,-2.975148757437872,73.3042,4.6373,19.0,7.6619,82.8139,0.0,12.3899,0.0373,0.1775,6.9484,27.5254,0.0,1,8.04,10654.0,42.36182902584493,935.0,6.840546529288687,군,군,0.0373216,0.0,0.0,소형농촌형
경남창녕군,2019,-590.0,-523.0,62331.0,10846.0,-0.9465594968795624,-4.822054213534944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.49,18426.0,29.561534388987827,2493.0,7.821242083523558,군,군,0.0,0.0,0.0,소형농촌형
경남창녕군,2020,-467.0,-636.0,61301.0,10026.0,-0.7618146522895222,-6.343506882106523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.47,19105.0,31.16588636400711,2126.0,7.661997558901893,군,군,0.0,0.0,0.0,소형농촌형
경남창녕군,2021,-401.0,-763.0,60129.0,9115.0,-0.6668994994096027,-8.370817334064728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.97,19600.0,32.59658401104292,2229.0,7.709308333385869,군,군,0.0,0.0,0.0,소형농촌형
경남창녕군,2022,-818.0,-689.0,58372.0,8174.0,-1.4013568149112587,-8.429165647173967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.9,20157.0,34.53196738162133,2295.0,7.738488122494646,군,군,0.0,0.0,0.0,소형농촌형
경남창녕군,2023,-529.0,-532.0,57083.0,7384.0,-0.9267207399751238,-7.204767063921993,0.0,0.0,0.0,6.6625,0.0,0.0,0.0,0.0,0.0,6.5746,0.0,0.0,1,13.08,20640.0,36.15787537445474,2239.0,7.713784616598755,군,군,0.0,0.0,0.0,소형농촌형
경남창녕군,2024,-252.0,-385.0,56085.0,6834.0,-0.4493179994650976,-5.6335967222709975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.44,21387.0,38.13319069269858,2221.0,7.7057128238944275,군,군,0.0,0.0,0.0,소형농촌형
경남하동군,2019,-548.0,-595.0,46574.0,7040.0,-1.176622149697256,-8.451704545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.14,15120.0,32.46446515223086,1435.0,7.268920128193722,군,군,0.0,0.0,0.0,소형농촌형
경남하동군,2020,-1294.0,-878.0,44785.0,6244.0,-2.889360276878419,-14.061499039077516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.96,15490.0,34.58747348442559,1327.0,7.190676034332207,군,군,0.0,0.0,0.0,소형농촌형
경남하동군,2021,-731.0,-718.0,43449.0,5566.0,-1.6824322769223687,-12.899748472871003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.8,15781.0,36.3207438606182,1269.0,7.145984467714388,군,군,0.0,0.0,0.0,소형농촌형
경남하동군,2022,-331.0,-394.0,42465.0,5076.0,-0.779465442128812,-7.762017336485422,0.0,4.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.03,16129.0,37.98186742022842,1364.0,7.218176838403408,군,군,0.0,0.0,0.0,소형농촌형
경남하동군,2023,-274.0,-315.0,41606.0,4747.0,-0.6585588617026391,-6.63576995997472,0.0,4.0,0.0,52.0,90.0,0.0,0.0,2.8689,0.0,0.5859,6.5952,0.0,1,10.37,16518.0,39.70100466278902,1378.0,7.228388451573604,군,군,0.0,0.0,2.8689026,소형농촌형
경남하동군,2024,-195.0,-339.0,40765.0,4372.0,-0.4783515270452594,-7.753888380603842,0.0,45.0111,0.0,98.6105,149.9116,0.0,0.0,33.5395,0.0,54.9272,75.0081,0.0,1,8.94,16817.0,41.25352630933399,1345.0,7.20414929203594,군,군,0.0,0.0,33.5394538,소형농촌형
경남함양군,2019,-19.0,-245.0,39637.0,6076.0,-0.0479350102177258,-4.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.51,12836.0,32.383883744985745,1329.0,7.192182058713246,군,군,0.0,0.0,0.0,소형농촌형
경남함양군,2020,-107.0,-407.0,39080.0,5722.0,-0.273797338792221,-7.112897588255855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.04,13227.0,33.84595701125895,1209.0,7.097548850614793,군,군,0.0,0.0,0.0,소형농촌형
경남함양군,2021,-161.0,-395.0,38310.0,5319.0,-0.4202558078830593,-7.426207933822147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.62,13494.0,35.22317932654659,1100.0,7.003065458786462,군,군,0.0,0.0,0.0,소형농촌형
경남함양군,2022,30.0,-322.0,37708.0,4901.0,0.0795587143311764,-6.5700877371964905,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.84,13769.0,36.5147979208656,1213.0,7.10085190894405,군,군,0.0,0.0,0.0,소형농촌형
경남함양군,2023,-223.0,-317.0,36945.0,4569.0,-0.6035999458654757,-6.938060844823813,0.0,2.0,0.0,0.0,268.5,0.0,0.0,2.0,0.0,0.0,126.4841,0.0,1,9.86,14001.0,37.89687373122209,1422.0,7.259819610363186,군,군,2.0,0.0,0.0,소형농촌형
경남함양군,2024,-242.0,-299.0,36131.0,4260.0,-0.6697849492125876,-7.018779342723004,0.0,34.6,0.0,0.0,190.9159,0.0,0.0,11.9309,0.0,0.0,73.8781,0.0,1,10.18,14215.0,39.34294650023526,1388.0,7.23561914106675,군,군,0.0,0.0,11.9309095,소형농촌형
경남합천군,2019,-121.0,-308.0,45204.0,6161.0,-0.267675426953367,-4.999188443434507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.08,17244.0,38.14706663127157,1243.0,7.125283091510712,군,군,0.0,0.0,0.0,소형농촌형
경남합천군,2020,-581.0,-544.0,44006.0,5596.0,-1.3202745080216334,-9.721229449606865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.81,17431.0,39.61050765804663,1184.0,7.076653815443951,군,군,0.0,0.0,0.0,소형농촌형
경남합천군,2021,-244.0,-468.0,42935.0,5115.0,-0.5683009199953417,-9.149560117302052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.13,17590.0,40.96890648654944,1214.0,7.101675971619444,군,군,0.0,0.0,0.0,소형농촌형
경남합천군,2022,22.0,-276.0,42142.0,4742.0,0.052204451615965,-5.820328975115984,10.0,22.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.98,17757.0,42.13611124294053,1252.0,7.132497551660044,군,군,0.0,0.0,0.0,소형농촌형
경남합천군,2023,-137.0,-278.0,41203.0,4399.0,-0.3325000606751935,-6.319618095021595,12.0,47.0,0.0,148.0,0.0,0.0,9.9877,2.7771,0.0,95.766,0.0,0.0,1,8.11,17922.0,43.49683275489649,1259.0,7.138073034044347,군,군,0.0,1.642,1.13508,소형농촌형
경남합천군,2024,-144.0,-221.0,40225.0,4121.0,-0.3579863269111249,-5.3627760252365935,1.0,55.6999,0.0,91.838,0.0,0.0,0.991,39.3611,0.0,61.5737,0.0,0.0,1,8.1,18205.0,45.257924176507146,1256.0,7.135687347028144,군,군,0.0,20.7005703,18.6604818,소형농촌형
경북경주시,2019,-537.0,-1427.0,255402.0,54581.0,-0.2102567716775906,-2.614462908338066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22.15,54639.0,21.3933328634858,11175.0,9.32143441948177,시,시,0.0,0.0,0.0,대형도시형
경북경주시,2020,-862.0,-1927.0,253502.0,52381.0,-0.3400367649959369,-3.678814837441057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.58,57313.0,22.608500130176488,9458.0,9.15461622320382,시,시,0.0,0.0,0.0,대형도시형
경북경주시,2021,210.0,-1223.0,251889.0,50214.0,0.0833700558579374,-2.43557573585056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.29,59645.0,23.67908086498418,9691.0,9.17895289873455,시,시,0.0,0.0,0.0,대형도시형
경북경주시,2022,-344.0,-1380.0,249607.0,47672.0,-0.1378166477702949,-2.894781003524081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.83,61861.0,24.78335944104132,10701.0,9.278092474027002,시,시,0.0,0.0,0.0,대형도시형
경북경주시,2023,-674.0,-1015.0,247489.0,45921.0,-0.2723353361159486,-2.210317719561856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.77,64296.0,25.97933645535761,10971.0,9.30301070681749,시,시,0.0,0.0,0.0,대형도시형
경북경주시,2024,-1274.0,-1248.0,244769.0,44270.0,-0.5204907484199388,-2.819064829455613,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1991,0.0,1,19.0,67248.0,27.47406738598433,11052.0,9.310366686043308,시,시,0.0,0.0,0.0,대형도시형
경북고령군,2019,-384.0,-250.0,32373.0,5359.0,-1.1861736632378834,-4.665049449524164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.91,9648.0,29.80261328885182,2185.0,7.68937110752969,군,군,0.0,0.0,0.0,소형농촌형
경북고령군,2020,-692.0,-532.0,31361.0,4806.0,-2.20656229074328,-11.06949646275489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.7,9941.0,31.698606549536045,2006.0,7.603897968521881,군,군,0.0,0.0,0.0,소형농촌형
경북고령군,2021,-316.0,-375.0,30626.0,4357.0,-1.0318030431659373,-8.606839568510443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.9,10165.0,33.19075295500555,2208.0,7.699842407396986,군,군,0.0,0.0,0.0,소형농촌형
경북고령군,2022,155.0,-135.0,30353.0,4127.0,0.5106579250815406,-3.271141264841289,0.0,0.0,0.0,0.0,54.248,0.0,0.0,0.0,0.0,0.0,0.218,0.0,1,10.7,10497.0,34.583072513425364,2269.0,7.727094484779841,군,군,0.0,0.0,0.0,소형농촌형
경북고령군,2023,108.0,-153.0,30139.0,3908.0,0.358339692756893,-3.915046059365404,0.0,0.0,0.0,0.0,125.58,0.0,0.0,0.0,0.0,0.0,18.4787,0.0,1,10.69,10862.0,36.03968280301271,2246.0,7.716906135298388,군,군,0.0,0.0,0.0,소형농촌형
경북고령군,2024,283.0,-76.0,30062.0,3793.0,0.941387798549664,-2.0036910097548115,0.0,0.0,0.0,0.0,111.5793,0.0,0.0,0.0,0.0,0.0,53.8538,0.0,1,10.76,11392.0,37.89501696493912,2256.0,7.721348612617949,군,군,0.0,0.0,0.0,소형농촌형
경북김천시,2019,513.0,-368.0,141229.0,31111.0,0.363239844507856,-1.1828613673620263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.77,31252.0,22.12859965021348,4833.0,8.483222671845084,시,시,0.0,0.0,0.0,대형도시형
경북김천시,2020,-199.0,-1001.0,140548.0,29762.0,-0.1415886387568659,-3.3633492372824403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.42,32520.0,23.13800267524262,4201.0,8.343077871169383,시,시,0.0,0.0,0.0,대형도시형
경북김천시,2021,462.0,-522.0,140239.0,28644.0,0.3294376029492509,-1.8223711772098867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.09,33668.0,24.0075870478255,4335.0,8.374476889214643,시,시,0.0,0.0,0.0,대형도시형
경북김천시,2022,38.0,-553.0,139324.0,27379.0,0.027274554276363,-2.0197961941634097,0.0,0.0,6.5,1.5,10.83,0.0,0.0,0.0,0.0,0.0,0.1977,0.0,1,12.47,34794.0,24.97344319715196,5096.0,8.536211197252,시,시,0.0,0.0,0.0,대형도시형
경북김천시,2023,-1006.0,-820.0,137515.0,26080.0,-0.7315565574664582,-3.144171779141104,0.0,0.0,16.0,5.0,32.1823,0.0,0.0,0.0,9.5,5.0,9.9499,0.0,1,11.97,35830.0,26.055339417518088,5416.0,8.59711281459211,시,시,0.0,0.0,0.0,대형도시형
경북김천시,2024,-1244.0,-906.0,135446.0,24906.0,-0.9184472040517992,-3.6376776680318,0.0,0.0,6.5,0.0,22.2191,0.0,0.0,0.0,6.5,0.0,2.8097,0.0,1,11.76,37426.0,27.63167609231723,5481.0,8.609042845046117,시,시,0.0,0.0,0.0,대형도시형
경북문경시,2019,882.0,-78.0,72242.0,12583.0,1.2208964314387754,-0.619883970436303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.94,20891.0,28.918080894770355,2373.0,7.771910256435763,시,시,0.0,0.0,0.0,소형농촌형
경북문경시,2020,-302.0,-705.0,71406.0,11933.0,-0.4229336470324622,-5.907986256599346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.33,21600.0,30.24955886059995,2015.0,7.608374474380783,시,시,0.0,0.0,0.0,소형농촌형
경북문경시,2021,337.0,-420.0,71154.0,11556.0,0.4736205975770863,-3.63447559709242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.69,22337.0,31.39247266492397,2171.0,7.682943169878292,시,시,0.0,0.0,0.0,소형농촌형
경북문경시,2022,305.0,-323.0,70373.0,11119.0,0.4334048569763972,-2.904937494378991,0.0,2.0,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0533,0.0,0.0,1,9.53,22867.0,32.49399627698123,2276.0,7.730174795246222,시,시,0.0,0.0,0.0,소형농촌형
경북문경시,2023,-858.0,-621.0,68755.0,10396.0,-1.247909242964148,-5.9734513274336285,0.0,32.1041,0.0,35.7,42.0,0.0,0.0,18.9282,0.0,7.5963,24.113,0.0,1,8.41,23386.0,34.01352628899716,2270.0,7.727535110475448,시,시,0.0,0.0,18.9282122,소형농촌형
경북문경시,2024,-746.0,-624.0,67257.0,9628.0,-1.1091782268016712,-6.481096800997093,16.0,0.0,0.0,53.6037,30.3993,0.0,3.6463,0.0,0.0,22.5018,10.4131,0.0,1,12.57,24095.0,35.82526725842663,2267.0,7.726212650507529,시,시,0.0,0.0,0.0,소형농촌형
경북봉화군,2019,-375.0,-303.0,32150.0,4331.0,-1.166407465007776,-6.996074809512814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.06,11222.0,34.90513219284603,1062.0,6.967909201801884,군,군,0.0,0.0,0.0,소형농촌형
경북봉화군,2020,-285.0,-367.0,31494.0,3952.0,-0.9049342731948944,-9.286437246963562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.18,11567.0,36.72763065980822,974.0,6.881411303642535,군,군,0.0,0.0,0.0,소형농촌형
경북봉화군,2021,-220.0,-354.0,30762.0,3572.0,-0.7151680644951564,-9.910414333706608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.74,11777.0,38.284246797997525,978.0,6.885509670034818,군,군,0.0,0.0,0.0,소형농촌형
경북봉화군,2022,-116.0,-214.0,30139.0,3316.0,-0.3848833737018481,-6.453558504221954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.52,11980.0,39.74916221507018,993.0,6.900730664045173,군,군,0.0,0.0,0.0,소형농촌형
경북봉화군,2023,-88.0,-151.0,29603.0,3085.0,-0.2972671688680201,-4.894651539708266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.24,12232.0,41.3201364726548,953.0,6.859614903654202,군,군,0.0,0.0,0.0,소형농촌형
경북봉화군,2024,-280.0,-232.0,28836.0,2812.0,-0.9710084616451656,-8.250355618776672,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.3415,0.0,0.0,0.0,0.0,1,6.85,12579.0,43.62255513940907,955.0,6.86171134048073,군,군,0.0,0.0,0.34147,소형농촌형
경북성주군,2019,-338.0,-389.0,44015.0,7326.0,-0.7679200272634329,-5.309855309855309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.75,13477.0,30.619107122571847,2433.0,7.796880342783522,군,군,0.0,0.0,0.0,소형농촌형
경북성주군,2020,-256.0,-444.0,43414.0,6824.0,-0.5896715345280324,-6.506447831184056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.2,13971.0,32.180863315981014,2154.0,7.675081857716334,군,군,0.0,0.0,0.0,소형농촌형
경북성주군,2021,-39.0,-395.0,42842.0,6349.0,-0.0910321646981933,-6.221452197196409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.42,14413.0,33.64222025115541,2461.0,7.808323050391055,군,군,0.0,0.0,0.0,소형농촌형
경북성주군,2022,210.0,-298.0,42566.0,5888.0,0.4933515011981393,-5.061141304347826,0.0,0.0,0.0,0.0,22.83,0.0,0.0,0.0,0.0,0.0,12.63,0.0,1,12.12,14978.0,35.187708499741575,2653.0,7.88344635413774,군,군,0.0,0.0,0.0,소형농촌형
경북성주군,2023,27.0,-207.0,42086.0,5560.0,0.0641543506154065,-3.723021582733813,0.0,0.0,0.6873,0.0,118.65,0.0,0.0,0.0,0.6873,0.0,42.6367,0.0,1,11.64,15405.0,36.603621156679175,2705.0,7.902857191280582,군,군,0.0,0.0,0.0,소형농촌형
경북성주군,2024,-122.0,-262.0,41452.0,5176.0,-0.2943163176686288,-5.0618238021638335,0.0,30.0,0.5839,4.2,27.3,0.0,0.0,0.0,0.5839,4.0695,0.5085,0.0,1,11.41,16044.0,38.70500820225804,2684.0,7.895063498091573,군,군,0.0,0.0,0.0,소형농촌형
경북영덕군,2019,-399.0,-344.0,37361.0,5383.0,-1.0679585664195284,-6.390488575143973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.59,13458.0,36.021519766601536,1419.0,7.257707677160043,군,군,0.0,0.0,0.0,소형농촌형
경북영덕군,2020,-638.0,-512.0,36313.0,4831.0,-1.7569465480681847,-10.598219830262884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.79,13750.0,37.86522732905571,1197.0,7.087573705557973,군,군,0.0,0.0,0.0,소형농촌형
경북영덕군,2021,-407.0,-358.0,35314.0,4389.0,-1.1525174151894433,-8.156755525176578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,13843.0,39.19975080704536,1255.0,7.134890851565884,군,군,0.0,0.0,0.0,소형농촌형
경북영덕군,2022,22.0,-139.0,34650.0,4141.0,0.0634920634920634,-3.3566771311277472,44.83,1.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,2.2344,0.0,0.0,1,8.63,14006.0,40.42135642135642,1333.0,7.195187320178709,군,군,0.0,0.0,0.0,소형농촌형
경북영덕군,2023,-95.0,-152.0,34055.0,3922.0,-0.2789605050653355,-3.8755736868944415,60.33,4.0,0.0,1.7656,82.05,0.0,11.0169,0.4294,0.0,1.7637,0.3393,0.0,1,7.57,14211.0,41.729555131405085,1295.0,7.166265974133638,군,군,0.0,0.42938,0.0,소형농촌형
경북영덕군,2024,-304.0,-262.0,33210.0,3594.0,-0.9153869316470942,-7.289927657206455,72.6131,6.5706,0.0,22.7019,99.2939,0.0,35.1706,6.57,0.0,17.9733,54.4655,0.0,1,7.81,14452.0,43.51701294790725,1290.0,7.162397497355718,군,군,0.0,3.57,3.0,소형농촌형
경북영주시,2019,-1065.0,-798.0,105067.0,19264.0,-1.01363891612019,-4.142441860465116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.6,27259.0,25.944397384526063,4376.0,8.383890344101816,시,시,0.0,0.0,0.0,대형도시형
경북영주시,2020,-1267.0,-1137.0,103119.0,18117.0,-1.2286775472997218,-6.275873488988243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.55,28146.0,27.29467896313968,3364.0,8.120886021092838,시,시,0.0,0.0,0.0,대형도시형
경북영주시,2021,-181.0,-434.0,101942.0,17598.0,-0.1775519412999548,-2.4661893396976926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.89,28900.0,28.34945361087677,3605.0,8.190077049719049,시,시,0.0,0.0,0.0,대형도시형
경북영주시,2022,-44.0,-435.0,100749.0,16856.0,-0.0436728900534992,-2.580683436165164,10.0,18.83,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.77,29754.0,29.532799332995864,3938.0,8.278428259199071,시,시,0.0,0.0,0.0,대형도시형
경북영주시,2023,404.0,-270.0,100199.0,16518.0,0.4031976367029611,-1.634580457682528,18.0,87.21,13.0,6.65,55.0,0.0,0.0,68.38,13.0,1.65,25.9272,0.0,1,11.49,30454.0,30.39351690136628,4006.0,8.295548516225763,시,시,0.0,0.0,68.38,대형도시형
경북영주시,2024,-473.0,-743.0,98870.0,15966.0,-0.4784059876605644,-4.653638982838531,29.7742,0.0,10.6,10.6,70.1148,0.0,10.4248,0.0,10.6,5.497,38.969,0.0,1,10.42,31570.0,31.93081824618185,3971.0,8.286773231131251,시,시,0.0,0.0,0.0,대형도시형
경북영천시,2019,1245.0,171.0,102470.0,20480.0,1.2149897530984677,0.8349609375000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.17,27672.0,27.00497706645848,4035.0,8.302761580704049,시,시,0.0,0.0,0.0,대형도시형
경북영천시,2020,155.0,-767.0,102015.0,19591.0,0.1519384404254276,-3.915063039150631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15.45,28871.0,28.300740087242072,3601.0,8.188966863648876,시,시,0.0,0.0,0.0,대형도시형
경북영천시,2021,844.0,-477.0,101888.0,18795.0,0.8283605527638191,-2.5379090183559456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.2,29930.0,29.375392587939697,3932.0,8.276903481267057,시,시,0.0,0.0,0.0,대형도시형
